,External,Year,session 1,session 2,test 1,session 3,session 4,test 2,session 5,test 3,session 6,ind cw,group cw,final grade,forum Q,forum A,office hour visits,dropout
22282,Y,first,88,40,A,69,55,C,16,D,18,D,F,D,10,8,1,Y
22283,Y,second,68,16,A,44,11,C,24,D,39,B,F,D,8,8,3,Y
22284,Y,third,20,55,B,14,46,A,98,B,43,A,A,A,14,3,8,N
22285,N,third,43,65,A,17,89,D,,,,,,,3,1,1,Y
22286,Y,second,62,17,B,41,39,D,29,B,37,A,A,F,4,19,3,N
22287,N,second,3,95,F,69,29,A,3,A,34,D,F,B,12,13,9,N
22288,Y,third,95,49,D,88,24,C,63,A,46,C,F,C,5,2,4,N
22289,Y,second,88,45,C,64,68,A,55,D,,,,,7,4,0,Y
22290,Y,third,56,0,A,51,32,B,80,B,26,F,A,C,8,2,1,N
22291,Y,second,36,61,B,49,50,C,33,B,23,F,F,F,4,0,1,Y
22292,Y,second,47,15,B,76,8,B,18,D,,,,,7,3,0,Y
22293,N,second,40,61,D,17,90,F,,,,,,,7,2,2,Y
22294,Y,first,16,16,F,,,,,,,,,,2,0,1,Y
22295,Y,third,35,45,B,84,32,A,43,A,80,B,D,A,2,5,3,N
22296,Y,second,39,25,C,58,37,F,70,B,5,A,F,F,6,24,9,N
22297,N,first,35,86,F,79,38,C,94,C,73,D,D,A,7,1,6,N
22298,N,third,5,1,A,1,11,F,30,A,25,A,D,A,0,3,1,N
22299,N,first,82,82,A,60,29,F,80,A,5,C,C,A,8,22,1,N
22300,Y,third,59,91,F,98,95,F,6,A,80,D,A,F,18,17,2,N
22301,Y,second,42,40,D,40,46,F,,,,,,,4,0,0,Y
22302,Y,third,40,36,D,6,54,B,86,C,,,,,10,3,1,Y
22303,Y,second,72,91,A,34,10,B,31,F,39,F,F,D,8,6,1,Y
22304,Y,third,94,28,A,86,51,B,61,A,39,A,A,A,14,7,4,N
22305,Y,second,26,7,F,8,12,D,33,B,34,F,A,A,14,24,3,N
22306,Y,first,36,51,A,23,7,C,,,,,,,3,1,0,Y
22307,Y,third,50,78,F,97,68,B,39,B,58,A,C,A,16,7,4,N
22308,N,third,25,59,B,26,57,D,,,,,,,2,2,1,Y
22309,Y,third,30,28,B,25,26,A,40,A,12,B,F,F,11,6,0,Y
22310,Y,first,23,56,F,17,14,F,,,,,,,0,0,1,Y
22311,N,second,99,96,F,15,77,F,32,B,75,D,F,A,14,16,1,N
22312,N,second,64,67,D,47,62,D,,,,,,,6,3,0,Y
22313,Y,first,6,61,D,33,96,D,95,C,35,D,A,D,15,2,5,N
22314,Y,second,29,71,C,99,14,A,68,D,48,D,F,F,17,21,9,N
22315,Y,second,87,88,C,47,49,D,67,F,54,F,B,D,13,9,4,N
22316,Y,third,17,26,D,,,,,,,,,,3,1,1,Y
22317,Y,first,78,9,B,69,21,B,56,F,,,,,4,2,1,Y
22318,Y,first,61,42,F,69,32,F,20,F,,,,,9,0,0,Y
22319,N,first,11,19,C,97,46,C,38,C,92,A,C,B,15,21,9,N
22320,Y,second,1,40,B,7,25,D,13,D,19,D,F,C,0,8,1,Y
22321,N,second,59,94,A,56,67,F,,,,,,,7,0,0,Y
22322,Y,third,8,16,F,,,,,,,,,,0,0,1,Y
22323,N,third,96,85,A,4,36,D,46,B,66,A,D,F,10,1,3,N
22324,Y,first,22,38,D,27,58,C,,,,,,,3,0,0,Y
22325,N,second,21,11,A,27,38,B,27,F,97,B,F,A,11,24,9,N
22326,Y,second,30,87,F,72,40,C,51,B,36,D,A,F,8,1,0,Y
22327,Y,third,63,50,A,99,66,C,38,F,89,C,F,A,7,8,4,N
22328,Y,third,41,65,F,88,68,B,55,B,17,A,F,A,11,5,1,N
22329,N,third,46,32,C,84,28,A,68,D,16,F,C,D,14,10,5,N
22330,Y,third,69,88,A,77,32,B,62,F,43,A,A,C,5,4,4,N
22331,Y,second,26,47,D,1,44,F,,,,,,,2,0,0,Y
22332,Y,third,51,51,C,96,56,C,71,C,11,A,F,C,14,3,4,N
22333,Y,third,38,21,A,57,29,A,34,F,62,F,C,F,6,4,3,N
22334,Y,third,82,50,B,66,55,C,82,F,62,A,C,C,5,3,1,N
22335,Y,first,3,18,D,,,,,,,,,,2,1,0,Y
22336,N,second,18,99,C,39,33,B,29,D,29,A,B,D,4,20,2,N
22337,Y,third,4,3,C,,,,,,,,,,1,1,1,Y
22338,N,second,9,11,A,5,15,B,37,F,27,B,A,A,3,2,2,N
22339,Y,third,45,76,D,85,78,C,20,A,74,C,C,C,2,18,5,N
22340,N,second,4,18,D,53,39,D,91,F,96,A,B,C,15,16,8,N
22341,Y,first,36,11,A,47,42,C,45,F,27,F,D,F,9,0,3,Y
22342,N,third,1,8,A,1,51,D,39,B,22,C,C,B,3,2,1,N
22343,N,third,35,62,C,2,67,D,,,,,,,4,1,2,Y
22344,Y,second,26,71,D,80,22,A,37,C,48,D,F,C,0,2,9,N
22345,N,second,43,67,A,18,45,D,,,,,,,1,4,2,Y
22346,N,third,59,96,C,96,15,D,79,D,34,D,A,B,15,4,8,N
22347,N,first,66,17,C,32,68,C,56,C,8,A,D,D,12,8,5,N
22348,N,second,1,27,A,67,35,D,46,D,6,D,F,B,8,8,7,N
22349,N,third,60,60,F,53,92,A,,,,,,,2,4,1,Y
22350,Y,third,34,53,F,45,25,C,,,,,,,3,0,0,Y
22351,Y,third,64,53,C,89,70,A,95,B,78,D,F,B,17,6,3,N
22352,N,third,94,41,A,39,64,D,27,D,52,C,F,A,1,17,1,N
22353,Y,first,28,39,C,48,4,D,,,,,,,3,0,0,Y
22354,Y,third,88,73,C,52,70,F,1,B,32,A,A,A,10,7,2,N
22355,Y,third,48,62,C,84,33,C,92,F,59,A,F,F,7,6,5,N
22356,N,third,4,1,D,20,41,D,58,C,96,F,B,A,19,18,4,N
22357,Y,third,94,83,A,49,44,D,,,,,,,2,4,1,Y
22358,Y,third,4,11,F,5,45,D,24,A,24,A,A,A,2,1,1,N
22359,Y,third,83,27,F,97,27,A,37,B,58,F,B,A,3,6,4,N
22360,Y,third,53,56,A,50,23,A,62,D,13,C,F,A,4,2,1,N
22361,Y,third,73,49,D,63,60,F,71,C,71,F,C,D,6,3,2,N
22362,Y,third,7,11,A,5,30,C,35,D,29,C,B,A,1,1,2,N
22363,Y,second,23,62,D,91,72,F,37,D,56,A,D,A,12,20,7,N
22364,Y,second,48,28,A,60,56,B,34,C,,,,,1,3,1,Y
22365,Y,first,52,51,A,64,77,B,4,D,66,B,C,A,7,8,2,N
22366,Y,third,76,98,D,57,64,C,77,C,67,D,A,C,2,6,4,N
22367,Y,first,49,41,D,35,53,D,58,F,25,F,F,F,9,3,1,Y
22368,Y,third,6,12,B,8,8,B,29,B,28,B,C,A,4,2,1,N
22369,Y,first,48,41,A,27,46,F,,,,,,,1,1,1,Y
22370,Y,second,61,43,A,74,36,C,12,F,11,F,F,C,12,6,3,N
22371,Y,second,69,79,A,73,65,A,1,D,69,F,B,C,13,8,5,N
22372,Y,second,36,15,A,65,53,C,51,F,56,A,A,A,13,4,4,N
22373,Y,first,22,54,F,,,,,,,,,,2,1,1,Y
22374,Y,third,28,14,B,79,80,C,63,F,,,,,3,4,0,Y
22375,Y,first,7,9,F,,,,,,,,,,1,1,0,Y
22376,N,first,99,37,D,7,50,B,35,D,75,F,A,F,14,9,3,N
22377,N,third,9,19,F,,,,,,,,,,4,2,1,Y
22378,Y,third,38,28,B,33,50,F,69,D,,,,,2,3,0,Y
22379,Y,third,42,41,A,41,43,F,,,,,,,1,0,1,Y
22380,N,third,19,76,A,34,80,F,20,B,26,D,D,A,16,1,6,N
22381,N,first,12,27,F,40,35,F,92,B,82,B,C,D,9,9,4,N
22382,N,third,95,83,F,66,74,B,92,F,99,C,C,B,12,14,1,N
22383,N,third,7,10,A,10,23,B,48,D,20,A,C,B,2,1,1,N
22384,N,third,56,10,C,27,70,B,73,B,,,,,8,1,0,Y
22385,N,third,13,31,F,,,,,,,,,,7,0,0,Y
22386,N,second,7,10,F,34,37,B,36,D,91,F,C,A,5,18,3,N
22387,Y,first,75,77,B,89,60,F,17,C,49,C,C,F,13,2,3,N
22388,N,third,51,28,C,43,41,C,33,A,5,A,A,A,8,3,3,N
22389,Y,third,3,3,A,2,20,A,41,B,22,A,D,D,3,1,2,N
22390,Y,second,79,27,A,3,26,B,77,D,,,,,10,4,1,Y
22391,N,second,70,61,C,67,95,D,10,D,14,B,C,F,4,1,1,N
22392,N,second,21,11,F,,,,,,,,,,1,2,1,Y
22393,N,second,14,17,F,47,32,F,46,F,41,D,B,C,22,3,6,N
22394,N,first,15,21,D,31,31,D,60,B,97,A,C,A,29,5,5,N
22395,Y,first,11,11,F,,,,,,,,,,0,0,0,Y
22396,Y,second,49,50,F,20,29,A,51,F,,,,,5,2,1,Y
22397,Y,first,10,2,F,,,,,,,,,,0,0,0,Y
22398,Y,first,8,7,F,,,,,,,,,,2,0,1,Y
22399,N,second,69,84,A,55,72,A,71,A,28,F,A,C,5,4,2,N
22400,N,third,60,69,D,21,58,D,,,,,,,3,1,1,Y
22401,Y,third,99,12,F,85,34,B,78,A,68,C,F,A,11,6,3,N
22402,Y,second,57,52,B,62,23,F,,,,,,,0,0,1,Y
22403,Y,first,50,87,A,83,58,A,74,F,27,B,D,A,7,6,2,N
22404,Y,second,54,37,C,51,14,F,64,D,1,A,D,A,19,5,3,N
22405,Y,first,12,16,B,95,72,A,63,F,91,F,C,F,15,19,4,N
22406,N,second,2,17,F,51,41,D,85,C,34,D,B,C,20,6,8,N
22407,Y,second,97,59,A,76,38,A,13,F,20,A,B,A,15,11,4,N
22408,Y,third,76,72,A,91,27,A,48,A,40,A,A,A,8,3,1,N
22409,Y,first,7,9,F,,,,,,,,,,1,0,0,Y
22410,Y,third,45,78,A,55,51,F,22,D,,,,,2,3,0,Y
22411,Y,second,47,51,C,8,19,F,,,,,,,1,1,0,Y
22412,Y,second,63,77,D,12,50,F,56,F,,,,,3,0,0,Y
22413,N,second,81,64,C,81,73,F,,,,,,,3,4,0,Y
22414,Y,third,97,77,C,72,60,C,82,B,46,D,B,A,14,7,1,N
22415,Y,second,74,60,F,8,33,B,27,D,,,,,6,0,1,Y
22416,Y,first,1,13,C,,,,,,,,,,3,1,1,Y
22417,Y,first,10,14,C,,,,,,,,,,1,1,0,Y
22418,N,third,51,58,B,57,28,F,,,,,,,2,2,2,Y
22419,N,third,54,69,B,51,97,F,,,,,,,0,0,2,Y
22420,Y,third,91,48,F,87,77,F,28,C,50,C,B,C,8,5,1,N
22421,N,first,52,24,D,50,27,F,90,C,65,D,F,B,10,4,3,N
22422,N,second,29,64,B,67,60,D,,,,,,,7,3,2,Y
22423,Y,first,17,7,F,,,,,,,,,,3,2,0,Y
22424,Y,first,17,21,F,67,32,D,36,A,2,A,B,A,1,18,9,N
22425,Y,third,33,93,A,39,51,A,37,D,26,D,B,D,6,5,2,Y
22426,Y,third,43,56,F,0,16,F,,,,,,,0,1,1,Y
22427,N,second,92,51,A,82,50,F,,,,,,,5,4,1,Y
22428,N,second,67,86,F,5,40,F,97,F,79,A,A,F,3,9,7,N
22429,Y,first,48,19,A,83,40,C,90,B,78,D,A,A,19,1,3,N
22430,Y,first,37,58,F,53,25,C,70,B,68,C,F,B,8,6,4,N
22431,N,second,77,69,A,32,10,A,57,A,48,D,A,D,13,19,4,N
22432,N,first,99,11,C,23,87,C,43,A,4,A,A,F,9,17,3,N
22433,N,second,4,28,F,40,35,D,75,C,30,D,B,C,24,15,6,N
22434,Y,first,59,36,A,36,1,F,,,,,,,0,2,0,Y
22435,Y,third,48,42,C,65,21,C,23,B,88,C,A,B,14,5,3,N
22436,N,third,95,89,F,86,49,A,,,,,,,2,3,0,Y
22437,Y,first,84,91,D,60,57,F,,,,,,,6,2,2,Y
22438,N,third,15,12,F,24,33,C,74,B,28,A,A,D,14,19,6,N
22439,N,second,90,66,F,71,38,B,73,F,62,F,B,A,11,7,5,N
22440,Y,first,31,73,B,96,35,A,0,D,95,C,C,B,17,7,3,N
22441,N,second,10,31,F,,,,,,,,,,6,2,0,Y
22442,Y,first,21,47,F,,,,,,,,,,1,2,1,Y
22443,Y,first,45,44,B,13,37,F,,,,,,,0,0,1,Y
22444,Y,third,9,6,D,,,,,,,,,,1,0,1,Y
22445,N,second,86,92,A,64,47,F,,,,,,,2,3,2,Y
22446,Y,first,59,3,D,41,8,B,47,F,,,,,0,3,0,Y
22447,Y,third,9,9,A,7,24,D,38,D,21,A,F,D,4,2,2,N
22448,Y,third,59,57,F,74,8,F,48,D,,,,,7,1,0,Y
22449,N,second,1,10,F,13,8,D,41,F,29,A,C,A,1,1,2,N
22450,N,third,47,41,A,28,71,A,67,C,44,D,A,F,10,9,8,N
22451,Y,first,19,48,B,75,12,B,40,C,,,,,11,0,0,Y
22452,Y,third,37,78,A,76,31,A,62,D,,,,,3,0,0,Y
22453,Y,second,22,59,D,23,10,F,,,,,,,4,1,0,Y
22454,Y,second,35,48,A,79,41,A,53,C,29,F,F,C,3,2,2,Y
22455,Y,third,21,3,B,48,9,B,45,F,30,B,A,C,2,9,7,N
22456,Y,second,75,55,B,96,60,A,47,A,87,C,A,C,14,7,4,N
22457,Y,third,28,65,C,63,25,C,48,F,72,B,D,F,4,1,0,Y
22458,N,third,27,32,F,,,,,,,,,,1,0,0,Y
22459,Y,third,17,13,C,70,81,D,54,B,18,D,A,B,10,7,5,N
22460,N,second,14,4,F,45,50,D,46,B,69,D,B,B,13,11,6,N
22461,Y,third,70,47,C,60,15,F,34,D,,,,,1,4,0,Y
22462,N,second,73,96,C,33,94,F,,,,,,,1,1,2,Y
22463,Y,first,47,36,F,1,47,B,79,C,81,D,A,F,18,9,2,N
22464,Y,first,37,35,A,40,38,F,,,,,,,2,0,1,Y
22465,Y,second,9,9,F,4,15,A,48,F,21,A,F,A,3,2,1,N
22466,N,third,21,60,B,61,38,F,,,,,,,7,1,2,Y
22467,Y,third,5,48,B,67,33,C,78,D,72,F,A,A,2,9,1,N
22468,Y,second,78,75,F,50,32,F,30,A,40,F,A,A,3,5,4,N
22469,Y,third,88,96,F,51,91,D,,,,,,,6,0,0,Y
22470,Y,second,47,49,D,92,90,F,8,B,58,A,D,F,4,7,1,N
22471,N,second,37,45,B,23,75,C,75,F,,,,,2,1,3,Y
22472,Y,second,42,58,D,29,39,F,22,F,,,,,6,3,1,Y
22473,N,third,20,58,B,25,10,F,,,,,,,2,4,2,Y
22474,Y,third,30,75,A,98,68,A,65,F,80,C,F,B,9,7,4,N
22475,N,second,30,68,A,34,48,A,74,C,,,,,5,2,3,Y
22476,Y,third,76,71,A,59,46,B,56,D,,,,,3,2,0,Y
22477,N,third,1,20,F,39,51,C,79,B,65,A,D,B,26,8,7,N
22478,N,third,8,8,A,11,25,A,28,A,26,C,C,C,1,2,2,N
22479,Y,third,60,51,D,80,61,C,51,F,,,,,8,3,0,Y
22480,Y,second,61,85,C,44,69,A,14,A,87,A,F,D,13,9,1,N
22481,N,second,16,94,B,68,46,F,68,F,,,,,4,3,2,Y
22482,N,third,77,73,C,72,23,D,,,,,,,4,3,1,Y
22483,N,first,19,27,D,47,47,C,80,F,38,A,B,B,10,4,4,N
22484,Y,third,83,25,F,53,28,B,49,D,36,F,D,F,14,2,3,Y
22485,Y,second,15,18,D,,,,,,,,,,2,1,1,Y
22486,Y,first,31,41,A,78,34,C,41,A,61,A,B,C,4,3,2,N
22487,Y,third,57,51,A,25,10,F,,,,,,,0,1,1,Y
22488,Y,first,64,72,A,86,77,D,,,,,,,5,1,0,Y
22489,N,first,3,28,D,20,45,D,60,C,45,B,D,B,18,13,8,N
22490,N,second,6,23,B,,,,,,,,,,4,0,1,Y
22491,N,second,53,77,A,82,40,A,,,,,,,5,3,0,Y
22492,N,first,60,71,C,37,62,F,,,,,,,6,4,1,Y
22493,Y,first,15,7,F,77,9,B,39,D,77,F,A,D,1,9,5,N
22494,N,third,84,52,D,53,73,A,65,C,,,,,8,1,3,Y
22495,N,second,82,5,A,53,11,C,3,C,83,D,A,D,10,2,7,N
22496,Y,third,23,57,D,1,54,F,,,,,,,4,1,1,Y
22497,Y,third,13,73,B,90,68,A,51,F,66,C,F,A,9,6,2,N
22498,N,third,17,13,B,,,,,,,,,,6,0,1,Y
22499,Y,third,73,47,B,69,68,F,26,F,,,,,4,1,0,Y
22500,Y,first,18,66,F,80,64,A,73,D,83,A,F,B,17,7,2,N
22501,Y,second,79,82,B,51,85,A,27,B,26,F,F,D,9,8,1,Y
22502,Y,third,60,74,B,98,58,C,88,F,78,B,A,A,4,2,3,N
22503,Y,third,82,90,F,36,22,C,5,C,3,B,F,F,3,13,7,N
22504,N,second,7,28,F,34,51,C,52,F,31,F,F,C,23,8,4,N
22505,Y,second,6,4,F,43,46,D,66,C,56,C,B,A,17,10,6,N
22506,Y,third,1,14,A,4,14,C,45,F,26,A,A,A,2,3,2,N
22507,Y,third,47,8,A,55,79,C,80,A,18,F,F,B,5,6,4,N
22508,Y,first,85,79,A,87,69,A,41,F,42,A,A,A,8,7,3,N
22509,Y,third,81,50,A,59,29,A,18,C,99,F,A,D,14,9,5,N
22510,Y,third,36,92,A,18,15,A,54,A,78,A,B,A,3,11,1,N
22511,N,second,99,62,A,51,23,F,61,B,78,A,F,B,10,5,5,N
22512,N,third,3,5,B,13,18,A,33,A,20,C,D,C,2,2,1,N
22513,Y,third,56,11,A,82,37,C,85,B,51,B,A,A,7,2,3,N
22514,N,third,2,5,A,6,45,A,27,D,24,A,B,B,3,3,1,N
22515,N,third,34,60,D,86,4,C,,,,,,,2,2,2,Y
22516,N,third,94,88,A,52,90,D,,,,,,,3,3,0,Y
22517,Y,third,38,60,A,83,37,B,27,F,68,F,D,D,12,4,3,N
22518,Y,first,67,97,C,65,29,D,,,,,,,0,0,0,Y
22519,Y,first,83,94,A,83,54,A,78,B,12,C,B,A,7,5,1,N
22520,Y,third,34,54,A,55,63,A,65,F,58,F,F,B,11,8,3,N
22521,Y,first,14,37,C,,,,,,,,,,2,1,0,Y
22522,Y,first,70,56,A,88,52,F,48,D,,,,,7,2,1,Y
22523,Y,third,83,96,A,20,56,B,78,D,,,,,2,0,1,Y
22524,N,third,23,79,A,95,32,A,70,C,,,,,10,0,3,Y
22525,N,third,9,5,F,12,29,A,45,B,25,B,F,D,2,2,2,N
22526,Y,second,27,51,A,34,9,F,,,,,,,2,0,1,Y
22527,Y,third,44,35,D,6,26,D,,,,,,,4,0,1,Y
22528,Y,second,51,69,D,16,9,A,64,F,19,F,F,F,6,17,7,N
22529,Y,first,78,51,F,93,56,B,21,A,61,F,F,A,8,5,3,N
22530,Y,third,72,83,C,59,24,A,,,,,,,1,4,0,Y
22531,N,third,39,52,D,39,32,F,,,,,,,6,3,1,Y
22532,Y,first,23,67,A,94,24,C,95,C,69,C,A,A,10,21,7,N
22533,Y,first,44,32,C,49,60,F,28,D,,,,,6,2,0,Y
22534,N,second,12,10,F,53,43,C,61,F,66,D,B,B,27,12,4,N
22535,Y,first,18,9,C,,,,,,,,,,0,1,0,Y
22536,N,third,41,69,D,10,20,F,18,C,3,D,A,A,17,7,4,N
22537,Y,third,58,59,B,85,65,F,63,A,79,B,B,C,13,3,2,N
22538,N,second,18,21,D,28,51,D,53,B,66,F,B,A,6,18,8,N
22539,N,second,96,32,D,1,81,B,95,F,58,D,A,A,8,11,7,N
22540,Y,second,59,13,A,13,50,B,2,A,25,D,D,D,8,7,2,Y
22541,N,third,97,57,A,26,78,A,66,F,,,,,3,1,3,Y
22542,N,third,75,54,F,81,92,F,,,,,,,5,3,2,Y
22543,N,third,21,33,F,,,,,,,,,,0,1,0,Y
22544,Y,second,87,33,D,98,79,D,26,D,20,C,A,A,9,2,3,N
22545,Y,second,39,31,B,63,59,B,37,C,25,D,F,B,10,4,2,N
22546,Y,first,68,16,F,8,3,F,26,F,,,,,6,0,0,Y
22547,N,second,3,20,F,,,,,,,,,,3,1,0,Y
22548,N,third,32,55,C,12,63,D,,,,,,,6,1,0,Y
22549,Y,second,55,52,B,34,24,C,55,D,66,A,D,A,10,14,3,N
22550,Y,third,50,44,C,28,48,D,17,F,36,D,D,F,7,7,0,Y
22551,Y,third,10,0,F,,,,,,,,,,1,0,0,Y
22552,Y,third,24,34,C,53,33,D,6,C,20,D,F,F,10,4,0,Y
22553,Y,second,66,81,C,42,13,A,34,F,99,D,F,D,15,6,2,N
22554,Y,third,59,51,F,51,52,F,84,C,65,D,F,B,8,5,5,N
22555,Y,third,32,85,C,56,33,B,55,F,85,B,F,A,4,4,4,N
22556,N,third,19,7,D,14,18,D,41,F,22,B,C,D,18,19,5,N
22557,Y,second,87,4,C,59,42,A,97,A,89,B,A,F,15,20,5,N
22558,N,first,15,27,F,38,49,B,88,B,85,D,C,B,21,12,4,N
22559,Y,third,10,28,B,66,25,F,35,F,,,,,6,1,1,Y
22560,Y,third,4,12,D,,,,,,,,,,3,0,1,Y
22561,N,second,14,22,D,47,32,D,82,A,27,C,B,D,8,11,4,N
22562,Y,first,3,91,F,94,28,A,43,D,5,B,D,F,8,23,2,N
22563,N,second,17,0,F,,,,,,,,,,3,2,1,Y
22564,Y,first,10,37,F,91,75,A,94,F,13,A,A,C,15,9,6,N
22565,N,third,36,68,F,74,48,D,95,C,10,B,F,D,18,1,8,N
22566,N,first,70,87,B,46,2,B,35,D,41,A,D,F,7,2,2,N
22567,Y,first,23,33,D,67,28,F,30,F,,,,,5,2,1,Y
22568,Y,first,3,12,D,,,,,,,,,,1,0,0,Y
22569,N,third,76,52,B,77,49,D,20,C,50,D,C,B,6,7,9,N
22570,Y,first,10,12,F,,,,,,,,,,0,0,0,Y
22571,Y,third,78,89,F,58,66,B,50,A,72,B,A,C,2,4,4,N
22572,Y,first,56,21,A,62,69,B,7,B,9,D,F,C,6,4,0,Y
22573,N,first,9,22,F,37,47,B,98,B,83,D,C,D,22,16,7,N
22574,N,second,23,20,F,,,,,,,,,,1,1,1,Y
22575,Y,first,16,45,D,,,,,,,,,,3,2,0,Y
22576,N,third,18,70,F,5,25,C,48,F,11,C,D,F,10,5,4,N
22577,N,third,91,80,D,89,26,D,,,,,,,0,3,2,Y
22578,Y,second,47,87,A,95,55,A,21,C,73,F,F,D,4,4,2,N
22579,Y,second,20,19,A,91,91,D,56,B,5,A,B,A,8,12,7,N
22580,N,third,9,11,F,6,33,D,28,A,26,A,C,C,2,3,2,N
22581,N,second,19,9,F,,,,,,,,,,1,1,0,Y
22582,Y,first,91,48,A,76,41,A,63,A,39,F,A,C,19,10,5,N
22583,Y,third,99,1,A,52,63,B,52,C,68,A,C,A,3,6,1,N
22584,Y,third,95,32,F,44,71,A,18,D,13,A,C,A,17,19,9,N
22585,N,second,61,78,F,14,74,A,5,C,4,B,F,A,15,11,2,N
22586,Y,second,31,42,D,26,4,F,,,,,,,2,1,0,Y
22587,Y,first,3,76,D,21,70,C,22,B,1,D,F,F,9,8,2,Y
22588,Y,second,88,66,C,62,11,A,36,A,56,A,C,A,9,6,1,N
22589,Y,third,96,55,B,56,32,B,57,B,17,A,A,A,10,6,3,N
22590,Y,first,32,69,D,47,98,B,11,F,95,C,F,D,13,24,8,N
22591,Y,second,8,4,B,,,,,,,,,,0,1,0,Y
22592,N,third,2,9,B,4,18,C,43,B,23,A,A,C,0,3,1,N
22593,N,first,6,28,F,48,46,F,96,A,50,B,B,B,22,14,5,N
22594,N,third,8,14,C,16,30,A,64,F,,,,,4,1,0,Y
22595,Y,third,15,55,C,29,39,B,23,F,,,,,9,1,0,Y
22596,Y,third,73,64,F,52,62,B,28,C,56,B,F,A,8,4,3,N
22597,Y,third,37,53,C,13,16,D,,,,,,,0,1,0,Y
22598,Y,second,43,51,B,1,14,F,,,,,,,2,1,0,Y
22599,N,third,4,14,F,39,33,D,90,C,58,A,B,B,14,11,4,N
22600,Y,third,40,62,F,72,33,C,72,F,81,C,F,B,9,7,3,N
22601,N,third,1,18,F,,,,,,,,,,2,1,0,Y
22602,Y,second,68,78,A,86,69,A,,,,,,,6,2,2,Y
22603,Y,third,75,33,D,15,43,B,37,C,89,C,B,D,15,23,3,N
22604,Y,first,47,74,B,82,43,B,44,A,10,B,F,F,7,5,3,N
22605,Y,first,57,81,F,31,21,B,90,C,54,D,A,A,5,7,8,N
22606,N,third,4,6,A,2,16,B,30,A,25,C,A,A,2,2,2,N
22607,Y,first,23,2,D,38,19,D,45,D,33,F,D,D,8,8,0,Y
22608,N,third,34,31,F,73,71,A,81,C,,,,,1,1,1,Y
22609,Y,first,60,33,C,90,19,F,27,A,17,C,A,A,2,7,4,N
22610,Y,first,52,75,D,80,42,B,27,F,,,,,4,0,0,Y
22611,Y,first,10,74,B,85,38,A,5,B,64,D,F,B,13,8,3,N
22612,Y,first,6,19,F,,,,,,,,,,0,1,0,Y
22613,N,third,21,66,B,20,53,F,,,,,,,1,0,1,Y
22614,Y,first,71,10,F,86,12,F,34,F,,,,,9,2,1,Y
22615,Y,second,77,30,A,59,40,C,3,D,87,A,A,D,12,11,4,N
22616,Y,second,46,33,C,78,97,D,74,D,43,A,D,F,11,20,3,N
22617,N,second,65,31,F,97,87,D,57,D,27,A,A,D,6,10,9,N
22618,Y,third,68,83,A,68,4,D,33,D,74,B,A,C,9,10,1,N
22619,N,third,8,1,B,6,20,B,35,A,25,A,D,C,4,1,1,N
22620,N,second,72,50,C,4,15,F,92,B,,,,,8,1,2,Y
22621,Y,third,69,25,A,81,67,B,89,A,29,A,A,A,14,5,3,N
22622,N,third,85,99,F,36,50,B,87,F,,,,,1,2,1,Y
22623,Y,first,1,19,D,37,47,D,97,F,83,A,B,D,26,8,8,N
22624,Y,second,56,30,C,29,4,F,,,,,,,1,1,1,Y
22625,Y,first,7,40,B,30,40,F,98,F,72,D,B,B,2,18,5,N
22626,Y,first,46,49,B,26,4,D,,,,,,,4,1,1,Y
22627,Y,second,37,16,B,87,50,A,61,A,87,A,F,B,8,6,1,N
22628,Y,third,60,63,C,97,33,D,36,B,15,A,A,B,3,7,3,N
22629,Y,third,37,22,A,71,50,F,63,C,33,A,A,B,4,3,4,N
22630,N,second,40,59,C,34,20,A,4,C,81,D,C,F,2,2,5,N
22631,N,third,35,64,C,7,18,D,,,,,,,1,0,1,Y
22632,N,third,29,1,F,,,,,,,,,,4,2,1,Y
22633,Y,first,76,83,A,81,26,C,17,F,75,A,A,A,14,7,4,N
22634,N,second,90,10,B,8,6,D,49,D,2,A,D,A,1,23,8,N
22635,N,third,25,23,F,,,,,,,,,,6,1,1,Y
22636,N,second,3,3,B,,,,,,,,,,6,1,1,Y
22637,Y,first,25,71,A,85,45,C,32,F,36,A,A,D,18,6,6,N
22638,Y,third,21,0,D,50,31,D,45,B,3,C,F,D,4,1,0,Y
22639,Y,third,79,71,B,51,49,A,15,B,71,A,D,A,8,5,2,N
22640,Y,third,78,21,A,56,54,A,13,F,,,,,4,3,1,Y
22641,N,third,7,30,F,,,,,,,,,,5,2,1,Y
22642,N,first,25,53,C,46,28,B,25,D,64,A,C,A,8,2,7,N
22643,Y,third,45,72,C,72,65,C,23,D,26,A,F,C,6,4,3,Y
22644,Y,second,18,0,F,,,,,,,,,,3,0,0,Y
22645,N,second,70,94,C,47,41,D,,,,,,,2,4,2,Y
22646,Y,second,28,66,A,41,42,F,28,C,,,,,4,0,1,Y
22647,Y,first,14,47,F,,,,,,,,,,4,2,1,Y
22648,Y,first,89,93,C,48,76,F,93,C,36,A,B,F,12,9,2,N
22649,Y,third,6,1,A,4,23,B,27,B,20,A,C,C,0,2,2,N
22650,Y,third,42,83,A,86,59,C,25,F,22,A,D,A,11,2,3,N
22651,Y,third,59,41,A,92,72,A,45,B,52,F,A,A,9,7,3,N
22652,Y,third,2,8,F,11,34,B,42,A,22,D,A,C,3,2,2,N
